SW Bin,Desc,Site,Site%,Device#,Bin%,Good Bin,Reprobe Bin
"7","Leakage_Test_FAILED",1,40,2,40,1,0
"58","Post_SS_Gain_Test_FAILED",1,20,1,20,1,0
"53","Post_SS_Test_FAILED",1,20,1,20,1,0
"1","",1,20,1,20,1,0
