Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Time,TS Time
"CONTINUITY","CONTINUITY",10030,"Parametric","",-700,-300,"mV",-365.711,-365.711,-365.711,0,0.345972,***
"CONTINUITY","CONTINUITY",10020,"Parametric","",-700,-300,"mV",-421.997,-421.997,-421.997,0,0.345972,***
"CONTINUITY","CONTINUITY",10050,"Parametric","",-700,-300,"mV",-365.661,-365.661,-365.661,0,0.345972,***
"CONTINUITY","CONTINUITY",10090,"Parametric","",-700,-300,"mV",-353.072,-353.072,-353.072,0,0.345972,***
"CONTINUITY","CONTINUITY",10080,"Parametric","",-700,-300,"mV",-368.45,-368.45,-368.45,0,0.345972,***
"CONTINUITY","CONTINUITY",10040,"Parametric","",-700,-300,"mV",-359.286,-359.286,-359.286,0,0.345972,***
"CONTINUITY","CONTINUITY",10010,"Parametric","",-700,-300,"mV",-446.609,-446.609,-446.609,0,0.345972,***
"CONTINUITY","CONTINUITY",10070,"Parametric","",-700,-200,"mV",-289.961,-289.961,-289.961,0,0.345972,***
"CONTINUITY","CONTINUITY",10060,"Parametric","",-700,-300,"mV",-344.933,-344.933,-344.933,0,0.345972,***
"CONTINUITY","CONTINUITY",10180,"Parametric","",-700,-120,"mV",-336.477,-336.477,-336.477,0,0.345972,***
"CONTINUITY","CONTINUITY",10190,"Parametric","",-700,-120,"mV",-336.304,-336.304,-336.304,0,0.345972,***
"CONTINUITY","CONTINUITY",10200,"Parametric","",-700,-120,"mV",-336.332,-336.332,-336.332,0,0.345972,***
"CONTINUITY","CONTINUITY",10210,"Parametric","",-700,-120,"mV",-336.843,-336.843,-336.843,0,0.345972,***
"CONTINUITY","CONTINUITY",10220,"Parametric","",-700,-120,"mV",-336.496,-336.496,-336.496,0,0.345972,***
"CONTINUITY","CONTINUITY",10230,"Parametric","",-700,-120,"mV",-336.466,-336.466,-336.466,0,0.345972,***
"CONTINUITY","CONTINUITY",10240,"Parametric","",-700,-120,"mV",-336.531,-336.531,-336.531,0,0.345972,***
"CONTINUITY","CONTINUITY",10250,"Parametric","",-700,-120,"mV",-336.557,-336.557,-336.557,0,0.345972,***
"CONTINUITY","CONTINUITY",10100,"Parametric","",-700,-100,"mV",-216.789,-216.789,-216.789,0,0.345972,***
"CONTINUITY","CONTINUITY",10110,"Parametric","",-700,-120,"mV",-216.604,-216.604,-216.604,0,0.345972,***
"CONTINUITY","CONTINUITY",10120,"Parametric","",-700,-120,"mV",-216.702,-216.702,-216.702,0,0.345972,***
"CONTINUITY","CONTINUITY",10130,"Parametric","",-700,-120,"mV",-217.085,-217.085,-217.085,0,0.345972,***
"CONTINUITY","CONTINUITY",10140,"Parametric","",-700,-120,"mV",-216.82,-216.82,-216.82,0,0.345972,***
"CONTINUITY","CONTINUITY",10150,"Parametric","",-700,-120,"mV",-216.885,-216.885,-216.885,0,0.345972,***
"CONTINUITY","CONTINUITY",10160,"Parametric","",-700,-120,"mV",-216.85,-216.85,-216.85,0,0.345972,***
"CONTINUITY","CONTINUITY",10170,"Parametric","",-700,-120,"mV",-216.808,-216.808,-216.808,0,0.345972,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20010,"Parametric","",-9999,9999,"nA",-0.252658,853,198.136,293.997,0.318233,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_NEG_LEAKAGE_PIN",20020,"Parametric","",-9999,9999,"nA",-521.313,-6.59611,-131.559,192.671,0.318233,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20011,"Parametric","",-9999,9999,"nA",-958,-958,-958,0,0.318233,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_LOW_VOUT_LOW",30010,"Parametric","",-0.7,0.7,"V",0.00112534,0.00112534,0.00112534,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_LOW_OFF_HIGH",30020,"Parametric","",1.1,6,"V",1.90258,1.90258,1.90258,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FCB_LOW_VOUT_LOW",30030,"Parametric","",-0.7,0.7,"V",0.0012188,0.0012188,0.0012188,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FCB_LOW_OFF_HIGH",30040,"Parametric","",1.1,6,"V",1.90332,1.90332,1.90332,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_LOW_VOUT_LOW",30050,"Parametric","",-0.7,0.7,"V",0.00119209,0.00119209,0.00119209,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_LOW_OFF_HIGH",30060,"Parametric","",1.1,6,"V",1.90275,1.90275,1.90275,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_HIGH_VOUT_HIGH",30070,"Parametric","",4,6,"V",4.99977,4.99977,4.99977,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_HIGH_OFF_LOW",30080,"Parametric","",0,0.7,"V",0.000714269,0.000714269,0.000714269,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_SET_VOUT_LOW",30090,"Parametric","",-0.7,0.7,"V",0.000125885,0.000125885,0.000125885,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_SET_OFF_HIGH",30100,"Parametric","",1.1,6,"V",1.94811,1.94811,1.94811,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_RESET_VOUT_HIGH",30110,"Parametric","",4,6,"V",4.99987,4.99987,4.99987,0,0.362305,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_RESET_OFF_LOW",30120,"Parametric","",0,0.7,"V",0.000771185,0.000771185,0.000771185,0,0.362305,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_3_VIN_3",800010,"Parametric","",-10,450,"uA",111.928,111.928,111.928,0,0.182737,***
