Device,Device ID,Wafer,Site,P/F,Time
1,"1498",0,1,1,584085
2,"1495",0,1,1,44532
3,"1492",0,1,1,61590
4,"1489",0,1,1,51507
5,"167",0,1,0,636
6,"1487",0,1,1,45008
