Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Time,TS Time
"CONTINUITY","CONTINUITY",10030,"Parametric","",-700,-300,"mV",-365.768,-365.768,-365.768,0,0.338342,***
"CONTINUITY","CONTINUITY",10020,"Parametric","",-700,-300,"mV",-421.997,-421.997,-421.997,0,0.338342,***
"CONTINUITY","CONTINUITY",10050,"Parametric","",-700,-300,"mV",-365.661,-365.661,-365.661,0,0.338342,***
"CONTINUITY","CONTINUITY",10090,"Parametric","",-700,-300,"mV",-353.186,-353.186,-353.186,0,0.338342,***
"CONTINUITY","CONTINUITY",10080,"Parametric","",-700,-300,"mV",-368.507,-368.507,-368.507,0,0.338342,***
"CONTINUITY","CONTINUITY",10040,"Parametric","",-700,-300,"mV",-359.4,-359.4,-359.4,0,0.338342,***
"CONTINUITY","CONTINUITY",10010,"Parametric","",-700,-300,"mV",-446.609,-446.609,-446.609,0,0.338342,***
"CONTINUITY","CONTINUITY",10070,"Parametric","",-700,-200,"mV",-290.018,-290.018,-290.018,0,0.338342,***
"CONTINUITY","CONTINUITY",10060,"Parametric","",-700,-300,"mV",-344.022,-344.022,-344.022,0,0.338342,***
"CONTINUITY","CONTINUITY",10180,"Parametric","",-700,-120,"mV",-336.416,-336.416,-336.416,0,0.338342,***
"CONTINUITY","CONTINUITY",10190,"Parametric","",-700,-120,"mV",-336.882,-336.882,-336.882,0,0.338342,***
"CONTINUITY","CONTINUITY",10200,"Parametric","",-700,-120,"mV",-336.746,-336.746,-336.746,0,0.338342,***
"CONTINUITY","CONTINUITY",10210,"Parametric","",-700,-120,"mV",-336.628,-336.628,-336.628,0,0.338342,***
"CONTINUITY","CONTINUITY",10220,"Parametric","",-700,-120,"mV",-336.529,-336.529,-336.529,0,0.338342,***
"CONTINUITY","CONTINUITY",10230,"Parametric","",-700,-120,"mV",-336.323,-336.323,-336.323,0,0.338342,***
"CONTINUITY","CONTINUITY",10240,"Parametric","",-700,-120,"mV",-336.874,-336.874,-336.874,0,0.338342,***
"CONTINUITY","CONTINUITY",10250,"Parametric","",-700,-120,"mV",-336.639,-336.639,-336.639,0,0.338342,***
"CONTINUITY","CONTINUITY",10100,"Parametric","",-700,-100,"mV",-217.079,-217.079,-217.079,0,0.338342,***
"CONTINUITY","CONTINUITY",10110,"Parametric","",-700,-120,"mV",-217.031,-217.031,-217.031,0,0.338342,***
"CONTINUITY","CONTINUITY",10120,"Parametric","",-700,-120,"mV",-216.591,-216.591,-216.591,0,0.338342,***
"CONTINUITY","CONTINUITY",10130,"Parametric","",-700,-120,"mV",-217.018,-217.018,-217.018,0,0.338342,***
"CONTINUITY","CONTINUITY",10140,"Parametric","",-700,-120,"mV",-216.677,-216.677,-216.677,0,0.338342,***
"CONTINUITY","CONTINUITY",10150,"Parametric","",-700,-120,"mV",-216.635,-216.635,-216.635,0,0.338342,***
"CONTINUITY","CONTINUITY",10160,"Parametric","",-700,-120,"mV",-216.936,-216.936,-216.936,0,0.338342,***
"CONTINUITY","CONTINUITY",10170,"Parametric","",-700,-120,"mV",-216.993,-216.993,-216.993,0,0.338342,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20010,"Parametric","",-9999,9999,"nA",-0.405002,852,198.467,293.98,0.306186,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_NEG_LEAKAGE_PIN",20020,"Parametric","",-9999,9999,"nA",-521.364,-6.03752,-131.309,192.434,0.306186,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20011,"Parametric","",-9999,9999,"nA",-957,-957,-957,0,0.306186,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_LOW_VOUT_LOW",30010,"Parametric","",-0.7,0.7,"V",0.00131607,0.00131607,0.00131607,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_LOW_OFF_HIGH",30020,"Parametric","",1.1,6,"V",1.90252,1.90252,1.90252,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FCB_LOW_VOUT_LOW",30030,"Parametric","",-0.7,0.7,"V",0.000566483,0.000566483,0.000566483,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FCB_LOW_OFF_HIGH",30040,"Parametric","",1.1,6,"V",1.90332,1.90332,1.90332,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_LOW_VOUT_LOW",30050,"Parametric","",-0.7,0.7,"V",0.00157738,0.00157738,0.00157738,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_LOW_OFF_HIGH",30060,"Parametric","",1.1,6,"V",1.90264,1.90264,1.90264,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_HIGH_VOUT_HIGH",30070,"Parametric","",4,6,"V",4.99983,4.99983,4.99983,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_HIGH_OFF_LOW",30080,"Parametric","",0,0.7,"V",0.000771185,0.000771185,0.000771185,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_SET_VOUT_LOW",30090,"Parametric","",-0.7,0.7,"V",0.000175476,0.000175476,0.000175476,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_SET_OFF_HIGH",30100,"Parametric","",1.1,6,"V",1.94766,1.94766,1.94766,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_RESET_VOUT_HIGH",30110,"Parametric","",4,6,"V",4.99999,4.99999,4.99999,0,0.363622,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FAULT_RESET_OFF_LOW",30120,"Parametric","",0,0.7,"V",0.000771185,0.000771185,0.000771185,0,0.363622,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_3_VIN_3",800010,"Parametric","",-10,450,"uA",109.892,109.892,109.892,0,0.181354,***
"Output_disabled_leakage_debug","IVINDIS_VDD_3_VIN_3",800050,"Parametric","",-10,450,"uA",69.8045,69.8045,69.8045,0,0.181354,***
"Output_disabled_leakage_debug","IOFF_VDD_3_VIN_3",800090,"Parametric","",-10,450,"uA",-4.25253,-4.25253,-4.25253,0,0.181354,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_3_VIN_5",800020,"Parametric","",-10,450,"uA",115.978,115.978,115.978,0,0.181354,***
"Output_disabled_leakage_debug","IVINDIS_VDD_3_VIN_5",800060,"Parametric","",-10,450,"uA",85.7878,85.7878,85.7878,0,0.181354,***
"Output_disabled_leakage_debug","IOFF_VDD_3_VIN_5",800100,"Parametric","",-10,450,"uA",-2.83256,-2.83256,-2.83256,0,0.181354,***
"Output_disabled_leakage_debug","IVINVDD0_VIN_3",800130,"Parametric","",-10,450,"uA",71.1307,71.1307,71.1307,0,0.181354,***
"Output_disabled_leakage_debug","IOFFVDD0_VIN_3",800150,"Parametric","",-10,450,"uA",-4.09863,-4.09863,-4.09863,0,0.181354,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_5_VIN_3",800030,"Parametric","",-10,450,"uA",122.253,122.253,122.253,0,0.181354,***
"Output_disabled_leakage_debug","IVINDIS_VDD_5_VIN_3",800070,"Parametric","",-10,450,"uA",73.9004,73.9004,73.9004,0,0.181354,***
"Output_disabled_leakage_debug","IOFF_VDD_5_VIN_3",800110,"Parametric","",-10,450,"uA",-3.04493,-3.04493,-3.04493,0,0.181354,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_5_VIN_5",800040,"Parametric","",-10,450,"uA",129.69,129.69,129.69,0,0.181354,***
"Output_disabled_leakage_debug","IVINDIS_VDD_5_VIN_5",800080,"Parametric","",-10,450,"uA",86.7583,86.7583,86.7583,0,0.181354,***
"Output_disabled_leakage_debug","IOFF_VDD_5_VIN_5",800120,"Parametric","",-10,450,"uA",-0.596403,-0.596403,-0.596403,0,0.181354,***
"Output_disabled_leakage_debug","IVINVDD0_VIN_5",800140,"Parametric","",-10,450,"uA",80.4719,80.4719,80.4719,0,0.181354,***
"Output_disabled_leakage_debug","IOFFVDD0_VIN_5",800160,"Parametric","",-10,450,"uA",-2.38192,-2.38192,-2.38192,0,0.181354,***
"Output_disabled_leakage","IVDDDIS_VDD_3_VIN_3",40010,"Parametric","",-10,450,"uA",114.332,114.332,114.332,0,0.167877,***
"Output_disabled_leakage","IVINDIS_VDD_3_VIN_3",40050,"Parametric","",-10,450,"uA",72.5277,72.5277,72.5277,0,0.167877,***
"Output_disabled_leakage","IOFF_VDD_3_VIN_3",40090,"Parametric","",-10,450,"uA",-5.01022,-5.01022,-5.01022,0,0.167877,***
"Output_disabled_leakage","IVDDDIS_VDD_3_VIN_20",40020,"Parametric","",-10,450,"uA",115.539,115.539,115.539,0,0.167877,***
"Output_disabled_leakage","IVINDIS_VDD_3_VIN_20",40060,"Parametric","",-10,450,"uA",95.9579,95.9579,95.9579,0,0.167877,***
"Output_disabled_leakage","IOFF_VDD_3_VIN_20",40100,"Parametric","",-10,450,"uA",-1.8854,-1.8854,-1.8854,0,0.167877,***
"Output_disabled_leakage","IVINVDD0_VIN_3",40130,"Parametric","",-10,450,"uA",69.2718,69.2718,69.2718,0,0.167877,***
"Output_disabled_leakage","IOFFVDD0_VIN_3",40150,"Parametric","",-10,450,"uA",-2.71341,-2.71341,-2.71341,0,0.167877,***
"Output_disabled_leakage","IVDDDIS_VDD_20_VIN_3",40030,"Parametric","",-10,450,"uA",142.284,142.284,142.284,0,0.167877,***
"Output_disabled_leakage","IVINDIS_VDD_20_VIN_3",40070,"Parametric","",-10,450,"uA",74.2562,74.2562,74.2562,0,0.167877,***
"Output_disabled_leakage","IOFF_VDD_20_VIN_3",40110,"Parametric","",-10,450,"uA",-1.10624,-1.10624,-1.10624,0,0.167877,***
"Output_disabled_leakage","IVDDDIS_VDD_20_VIN_20",40040,"Parametric","",-10,450,"uA",143.126,143.126,143.126,0,0.167877,***
"Output_disabled_leakage","IVINDIS_VDD_20_VIN_20",40080,"Parametric","",-10,450,"uA",97.6622,97.6622,97.6622,0,0.167877,***
"Output_disabled_leakage","IOFF_VDD_20_VIN_20",40120,"Parametric","",-10,450,"uA",-2.67863,-2.67863,-2.67863,0,0.167877,***
"Output_disabled_leakage","IVINVDD0_VIN_20",40140,"Parametric","",-10,450,"uA",115.93,115.93,115.93,0,0.167877,***
"Output_disabled_leakage","IOFFVDD0_VIN_20",40160,"Parametric","",-10,450,"uA",-7.94418,-7.94418,-7.94418,0,0.167877,***
