Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Time,TS Time
"CONTINUITY","CONTINUITY",10030,"Parametric","",-700,-100,"mV",-278.272,-278.272,-278.272,0,0.33184,***
"CONTINUITY","CONTINUITY",10020,"Parametric","",-700,-100,"mV",-304.352,-304.352,-304.352,0,0.33184,***
"CONTINUITY","CONTINUITY",10050,"Parametric","",-700,-100,"mV",-278.065,-278.065,-278.065,0,0.33184,***
"CONTINUITY","CONTINUITY",10090,"Parametric","",-700,-100,"mV",-261.324,-261.324,-261.324,0,0.33184,***
"CONTINUITY","CONTINUITY",10080,"Parametric","",-700,-100,"mV",-281.594,-281.594,-281.594,0,0.33184,***
"CONTINUITY","CONTINUITY",10040,"Parametric","",-700,-100,"mV",-271.634,-271.634,-271.634,0,0.33184,***
"CONTINUITY","CONTINUITY",10010,"Parametric","",-700,-100,"mV",-317.575,-317.575,-317.575,0,0.33184,***
"CONTINUITY","CONTINUITY",10070,"Parametric","",-700,-100,"mV",-190.527,-190.527,-190.527,0,0.33184,***
"CONTINUITY","CONTINUITY",10060,"Parametric","",-700,-100,"mV",-282.611,-282.611,-282.611,0,0.33184,***
"CONTINUITY","CONTINUITY",10180,"Parametric","",-700,-60,"mV",-97.7497,-97.7497,-97.7497,0,0.33184,***
"CONTINUITY","CONTINUITY",10190,"Parametric","",-700,-60,"mV",-97.9099,-97.9099,-97.9099,0,0.33184,***
"CONTINUITY","CONTINUITY",10200,"Parametric","",-700,-60,"mV",-98.0415,-98.0415,-98.0415,0,0.33184,***
"CONTINUITY","CONTINUITY",10210,"Parametric","",-700,-60,"mV",-98.0206,-98.0206,-98.0206,0,0.33184,***
"CONTINUITY","CONTINUITY",10220,"Parametric","",-700,-60,"mV",-98.1503,-98.1503,-98.1503,0,0.33184,***
"CONTINUITY","CONTINUITY",10230,"Parametric","",-700,-60,"mV",-97.908,-97.908,-97.908,0,0.33184,***
"CONTINUITY","CONTINUITY",10240,"Parametric","",-700,-60,"mV",-97.9767,-97.9767,-97.9767,0,0.33184,***
"CONTINUITY","CONTINUITY",10250,"Parametric","",-700,-60,"mV",-97.9099,-97.9099,-97.9099,0,0.33184,***
"CONTINUITY","CONTINUITY",10100,"Parametric","",-700,-60,"mV",-69.4752,-69.4752,-69.4752,0,0.33184,***
"CONTINUITY","CONTINUITY",10110,"Parametric","",-700,-60,"mV",-69.9158,-69.9158,-69.9158,0,0.33184,***
"CONTINUITY","CONTINUITY",10120,"Parametric","",-700,-60,"mV",-69.7956,-69.7956,-69.7956,0,0.33184,***
"CONTINUITY","CONTINUITY",10130,"Parametric","",-700,-60,"mV",-70.2305,-70.2305,-70.2305,0,0.33184,***
"CONTINUITY","CONTINUITY",10140,"Parametric","",-700,-60,"mV",-69.8605,-69.8605,-69.8605,0,0.33184,***
"CONTINUITY","CONTINUITY",10150,"Parametric","",-700,-60,"mV",-69.5667,-69.5667,-69.5667,0,0.33184,***
"CONTINUITY","CONTINUITY",10160,"Parametric","",-700,-60,"mV",-69.7727,-69.7727,-69.7727,0,0.33184,***
"CONTINUITY","CONTINUITY",10170,"Parametric","",-700,-60,"mV",-69.828,-69.828,-69.828,0,0.33184,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20010,"Parametric","",-9999,9999,"nA",39.6614,2860,508.048,839.408,0.315878,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_NEG_LEAKAGE_PIN",20020,"Parametric","",-9999,9999,"nA",-1213.89,-300.315,-797.164,341.39,0.315878,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20011,"Parametric","",-9999,9999,"nA",-2827,-2827,-2827,0,0.315878,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_3_VIN_3",800010,"Parametric","",-10,450,"uA",172.405,172.405,172.405,0,0.197492,***
"Output_disabled_leakage_debug","IVINDIS_VDD_3_VIN_3",800050,"Parametric","",-10,450,"uA",261.862,261.862,261.862,0,0.197492,***
"Output_disabled_leakage_debug","IOFF_VDD_3_VIN_3",800090,"Parametric","",-450,10,"uA",-184.067,-184.067,-184.067,0,0.197492,***
