Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Time,TS Time
"CONTINUITY","CONTINUITY",10030,"Parametric","",-700,-100,"mV",-277.646,-277.646,-277.646,0,0.324949,***
"CONTINUITY","CONTINUITY",10020,"Parametric","",-700,-100,"mV",-303.726,-303.726,-303.726,0,0.324949,***
"CONTINUITY","CONTINUITY",10050,"Parametric","",-700,-100,"mV",-277.496,-277.496,-277.496,0,0.324949,***
"CONTINUITY","CONTINUITY",10090,"Parametric","",-700,-100,"mV",-260.812,-260.812,-260.812,0,0.324949,***
"CONTINUITY","CONTINUITY",10080,"Parametric","",-700,-100,"mV",-281.082,-281.082,-281.082,0,0.324949,***
"CONTINUITY","CONTINUITY",10040,"Parametric","",-700,-100,"mV",-271.121,-271.121,-271.121,0,0.324949,***
"CONTINUITY","CONTINUITY",10010,"Parametric","",-700,-100,"mV",-316.664,-316.664,-316.664,0,0.324949,***
"CONTINUITY","CONTINUITY",10070,"Parametric","",-700,-100,"mV",-189.559,-189.559,-189.559,0,0.324949,***
"CONTINUITY","CONTINUITY",10060,"Parametric","",-700,-100,"mV",-281.643,-281.643,-281.643,0,0.324949,***
"CONTINUITY","CONTINUITY",10180,"Parametric","",-700,-60,"mV",-96.8475,-96.8475,-96.8475,0,0.324949,***
"CONTINUITY","CONTINUITY",10190,"Parametric","",-700,-60,"mV",-96.5977,-96.5977,-96.5977,0,0.324949,***
"CONTINUITY","CONTINUITY",10200,"Parametric","",-700,-60,"mV",-96.8018,-96.8018,-96.8018,0,0.324949,***
"CONTINUITY","CONTINUITY",10210,"Parametric","",-700,-60,"mV",-96.859,-96.859,-96.859,0,0.324949,***
"CONTINUITY","CONTINUITY",10220,"Parametric","",-700,-60,"mV",-97.1088,-97.1088,-97.1088,0,0.324949,***
"CONTINUITY","CONTINUITY",10230,"Parametric","",-700,-60,"mV",-96.9448,-96.9448,-96.9448,0,0.324949,***
"CONTINUITY","CONTINUITY",10240,"Parametric","",-700,-60,"mV",-97.0726,-97.0726,-97.0726,0,0.324949,***
"CONTINUITY","CONTINUITY",10250,"Parametric","",-700,-60,"mV",-96.9982,-96.9982,-96.9982,0,0.324949,***
"CONTINUITY","CONTINUITY",10100,"Parametric","",-700,-60,"mV",-69.376,-69.376,-69.376,0,0.324949,***
"CONTINUITY","CONTINUITY",10110,"Parametric","",-700,-60,"mV",-69.0136,-69.0136,-69.0136,0,0.324949,***
"CONTINUITY","CONTINUITY",10120,"Parametric","",-700,-60,"mV",-69.1471,-69.1471,-69.1471,0,0.324949,***
"CONTINUITY","CONTINUITY",10130,"Parametric","",-700,-60,"mV",-69.2005,-69.2005,-69.2005,0,0.324949,***
"CONTINUITY","CONTINUITY",10140,"Parametric","",-700,-60,"mV",-69.0594,-69.0594,-69.0594,0,0.324949,***
"CONTINUITY","CONTINUITY",10150,"Parametric","",-700,-60,"mV",-69.0212,-69.0212,-69.0212,0,0.324949,***
"CONTINUITY","CONTINUITY",10160,"Parametric","",-700,-60,"mV",-69.2348,-69.2348,-69.2348,0,0.324949,***
"CONTINUITY","CONTINUITY",10170,"Parametric","",-700,-60,"mV",-69.0746,-69.0746,-69.0746,0,0.324949,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20010,"Parametric","",-9999,9999,"nA",41.5911,2860,510.401,838.567,0.315562,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_NEG_LEAKAGE_PIN",20020,"Parametric","",-9999,9999,"nA",-1228.88,-297.852,-811.356,349.808,0.315562,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20011,"Parametric","",-9999,9999,"nA",-2827,-2827,-2827,0,0.315562,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_3_VIN_3",800010,"Parametric","",-10,450,"uA",169.065,169.065,169.065,0,0.192294,***
"Output_disabled_leakage_debug","IVINDIS_VDD_3_VIN_3",800050,"Parametric","",-10,450,"uA",264.395,264.395,264.395,0,0.192294,***
"Output_disabled_leakage_debug","IOFF_VDD_3_VIN_3",800090,"Parametric","",-450,10,"uA",-185.641,-185.641,-185.641,0,0.192294,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_3_VIN_5",800020,"Parametric","",-10,450,"uA",177.199,177.199,177.199,0,0.192294,***
"Output_disabled_leakage_debug","IVINDIS_VDD_3_VIN_5",800060,"Parametric","",-10,450,"uA",273.12,273.12,273.12,0,0.192294,***
"Output_disabled_leakage_debug","IOFF_VDD_3_VIN_5",800100,"Parametric","",-450,10,"uA",-187.652,-187.652,-187.652,0,0.192294,***
"Output_disabled_leakage_debug","IVINVDD0_VIN_3",800130,"Parametric","",-10,450,"uA",231.542,231.542,231.542,0,0.192294,***
"Output_disabled_leakage_debug","IOFFVDD0_VIN_3",800150,"Parametric","",-450,10,"uA",-188.494,-188.494,-188.494,0,0.192294,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_5_VIN_3",800030,"Parametric","",-10,450,"uA",185.071,185.071,185.071,0,0.192294,***
"Output_disabled_leakage_debug","IVINDIS_VDD_5_VIN_3",800070,"Parametric","",-10,450,"uA",261.623,261.623,261.623,0,0.192294,***
"Output_disabled_leakage_debug","IOFF_VDD_5_VIN_3",800110,"Parametric","",-450,10,"uA",-191.558,-191.558,-191.558,0,0.192294,***
"Output_disabled_leakage_debug","IVDDDIS_VDD_5_VIN_5",800040,"Parametric","",-10,450,"uA",189.438,189.438,189.438,0,0.192294,***
"Output_disabled_leakage_debug","IVINDIS_VDD_5_VIN_5",800080,"Parametric","",-10,450,"uA",271.462,271.462,271.462,0,0.192294,***
"Output_disabled_leakage_debug","IOFF_VDD_5_VIN_5",800120,"Parametric","",-450,10,"uA",-192.305,-192.305,-192.305,0,0.192294,***
"Output_disabled_leakage_debug","IVINVDD0_VIN_5",800140,"Parametric","",-10,450,"uA",241.451,241.451,241.451,0,0.192294,***
"Output_disabled_leakage_debug","IOFFVDD0_VIN_5",800160,"Parametric","",-450,10,"uA",-190.044,-190.044,-190.044,0,0.192294,***
"Output_disabled_leakage","IVDDDIS_VDD_3_VIN_3",40010,"Parametric","",-10,450,"uA",174.025,174.025,174.025,0,0.168014,***
"Output_disabled_leakage","IVINDIS_VDD_3_VIN_3",40050,"Parametric","",-10,450,"uA",261.318,261.318,261.318,0,0.168014,***
"Output_disabled_leakage","IOFF_VDD_3_VIN_3",40090,"Parametric","",-450,10,"uA",-190.161,-190.161,-190.161,0,0.168014,***
"Output_disabled_leakage","IVDDDIS_VDD_3_VIN_20",40020,"Parametric","",-10,450,"uA",171.22,171.22,171.22,0,0.168014,***
"Output_disabled_leakage","IVINDIS_VDD_3_VIN_20",40060,"Parametric","",-10,450,"uA",288.252,288.252,288.252,0,0.168014,***
"Output_disabled_leakage","IOFF_VDD_3_VIN_20",40100,"Parametric","",-450,10,"uA",-192.599,-192.599,-192.599,0,0.168014,***
"Output_disabled_leakage","IVINVDD0_VIN_3",40130,"Parametric","",-10,450,"uA",228.558,228.558,228.558,0,0.168014,***
"Output_disabled_leakage","IOFFVDD0_VIN_3",40150,"Parametric","",-450,10,"uA",-191.322,-191.322,-191.322,0,0.168014,***
"Output_disabled_leakage","IVDDDIS_VDD_20_VIN_3",40030,"Parametric","",-10,450,"uA",200.415,200.415,200.415,0,0.168014,***
"Output_disabled_leakage","IVINDIS_VDD_20_VIN_3",40070,"Parametric","",-10,450,"uA",261.981,261.981,261.981,0,0.168014,***
"Output_disabled_leakage","IOFF_VDD_20_VIN_3",40110,"Parametric","",-450,10,"uA",-193.192,-193.192,-193.192,0,0.168014,***
"Output_disabled_leakage","IVDDDIS_VDD_20_VIN_20",40040,"Parametric","",-10,450,"uA",206.986,206.986,206.986,0,0.168014,***
"Output_disabled_leakage","IVINDIS_VDD_20_VIN_20",40080,"Parametric","",-10,450,"uA",284.653,284.653,284.653,0,0.168014,***
"Output_disabled_leakage","IOFF_VDD_20_VIN_20",40120,"Parametric","",-450,10,"uA",-192.991,-192.991,-192.991,0,0.168014,***
"Output_disabled_leakage","IVINVDD0_VIN_20",40140,"Parametric","",-10,450,"uA",286.642,286.642,286.642,0,0.168014,***
"Output_disabled_leakage","IOFFVDD0_VIN_20",40160,"Parametric","",-450,10,"uA",-190.411,-190.411,-190.411,0,0.168014,***
"EN_pullup_resistor","EN0V_PULLUP_RES",50010,"Parametric","",0,220,"Kohm",196.357,196.357,196.357,0,0.05977,***
"EN_pullup_resistor","EN1V_PULLUP_RES",50020,"Parametric","",0,220,"Kohm",199.75,199.75,199.75,0,0.05977,***
"EN_pullup_resistor","EN0V_Current",50030,"Parametric","",-10,10,"uA",-9.167,-9.167,-9.167,0,0.05977,***
"EN_pullup_resistor","EN1V_Current",50040,"Parametric","",-6,6,"uA",-4.005,-4.005,-4.005,0,0.05977,***
"Leakage_Test","IOFF_REVERSE_VOUT_VIN_LEAKAGE_1mA",60030,"Parametric","",-500,-100,"mV",-112.236,-112.236,-112.236,0,0.121225,***
"Leakage_Test","IOFF_REVERSE_VOUT_VIN_LEAKAGE_10mA",60040,"Parametric","",-500,-100,"mV",-193.913,-193.913,-193.913,0,0.121225,***
"Leakage_Test","IOFF_REVERSE_VOUT_VIN_LEAKAGE_100mA",60050,"Parametric","",-500,-15,"mV",-20.8492,-20.8492,-20.8492,0,0.121225,***
"Nominal_Input_pin_Leakages","LEAKAGE",70010,"Parametric","",0,100,"uA",26.712,26.712,26.712,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE",70060,"Parametric","",-0.1,100,"uA",0.114,0.114,0.114,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE",70020,"Parametric","",-0.1,100,"uA",0.112,0.112,0.112,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE",70040,"Parametric","",0,100,"uA",61.637,61.637,61.637,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE",70030,"Parametric","",0,100,"uA",40.982,40.982,40.982,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE",70080,"Parametric","",-0.1,100,"uA",0.631,0.631,0.631,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE",70050,"Parametric","",0,100,"uA",92.791,92.791,92.791,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE",70070,"Parametric","",0,100,"uA",55.712,55.712,55.712,0,0.17167,***
"Nominal_Input_pin_Leakages","LEAKAGE_2V",70090,"Parametric","",-0.1,100,"uA",0.347,0.347,0.347,0,0.17167,***
"Output_enabled_leakage","IVDD_VDD_3_Vin_3",80010,"Parametric","",0,450,"uA",163.583,163.583,163.583,0,0.567927,***
"Output_enabled_leakage","IVIN_VDD_3_Vin_3",80050,"Parametric","",0,450,"uA",70.4816,70.4816,70.4816,0,0.567927,***
"Output_enabled_leakage","IVDD_VDD_3_Vin_5",80020,"Parametric","",0,450,"uA",168.746,168.746,168.746,0,0.567927,***
"Output_enabled_leakage","IVIN_VDD_3_Vin_5",80060,"Parametric","",0,450,"uA",126.842,126.842,126.842,0,0.567927,***
"Output_enabled_leakage","IVDD_VDD_5_Vin_3",80030,"Parametric","",0,450,"uA",174.215,174.215,174.215,0,0.567927,***
"Output_enabled_leakage","IVIN_VDD_5_Vin_3",80070,"Parametric","",0,450,"uA",69.201,69.201,69.201,0,0.567927,***
"Output_enabled_leakage","IVDD_VDD_5_Vin_5",80040,"Parametric","",0,450,"uA",180.904,180.904,180.904,0,0.567927,***
"Output_enabled_leakage","IVIN_VDD_5_Vin_5",80080,"Parametric","",0,450,"uA",123.002,123.002,123.002,0,0.567927,***
"IO_TEST","OFF_VOLTAGE_LOW_EN_0V_IO_TM_1",460010,"Parametric","",0,0.5,"V",0.008455,0.008455,0.008455,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_HIGH_EN_1P8V_IO_TM_1",460020,"Parametric","",0,2,"V",1.80958,1.80958,1.80958,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_LOW_VIN_1P5V_IO_TM_1",460030,"Parametric","",0,0.5,"V",0.00885333,0.00885333,0.00885333,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_HIGH_VIN_5V_IO_TM_1",460040,"Parametric","",0,2,"V",1.80998,1.80998,1.80998,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_LOW_EN_0V_IO_TM_2",460070,"Parametric","",0,0.5,"V",0.008341,0.008341,0.008341,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_HIGH_EN_1P8V_IO_TM_2",460080,"Parametric","",0,2,"V",1.81009,1.81009,1.81009,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_LOW_VIN_1P5V_IO_TM_2",460090,"Parametric","",0,0.5,"V",0.00885333,0.00885333,0.00885333,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_HIGH_VIN_5V_IO_TM_2",460100,"Parametric","",0,2,"V",1.81015,1.81015,1.81015,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_LOW_FCB_0V_IO_TM_3",460050,"Parametric","",0,0.5,"V",0.008341,0.008341,0.008341,0,1.06881,***
"IO_TEST","OFF_VOLTAGE_HIGH_FCB_1P8V_IO_TM_3",460060,"Parametric","",0,2,"V",1.81015,1.81015,1.81015,0,1.06881,***
