Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"PIN_TO_PIN_POS_LEAKAGE_PIN",20030,"",0,1,"OFF_PS1600",1,-8.48539,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20130,"",0,1,"OFF_PS1600",1,-8.48539,"nA","P",0.512936,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN",20040,"",0,1,"SS_PS1600",1,-11.2512,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20140,"",0,1,"SS_PS1600",1,-11.2512,"nA","P",0.512936,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN",20050,"",0,1,"VIN1",1,303.535,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20150,"",0,1,"VIN1",1,-302.221,"nA","P",0.512936,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN",20060,"",0,1,"VOUT1",1,299.344,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20160,"",0,1,"VOUT1",1,-300.621,"nA","P",0.512936,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN",20070,"",0,1,"EN0_PS1600",1,496.248,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20170,"",0,1,"EN0_PS1600",1,-500.778,"nA","P",0.512936,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN",20080,"",0,1,"FCB_PS1600",1,-0.00847432,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20180,"",0,1,"FCB_PS1600",1,-5.67842,"nA","P",0.512936,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN",20090,"",0,1,"ISEN_PS1600",1,0.045988,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20190,"",0,1,"ISEN_PS1600",1,-9.46882,"nA","P",0.512936,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN_VBIAS_PS1600",20100,"",0,1,"VBIAS_PS1600",1,773,"nA","P",0.512936,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN_VBIAS_PS1600",20200,"",0,1,"VBIAS_PS1600",1,-849,"nA","P",0.512936,***,""
"RON_200mAVDD_5_VIN_5_20V_Part",90050,"",0,1,"VIN1",1,0.0226974,"ohm","P",0.118336,***,""
"DEVICE_VARIENT_TRUE",90060,"",0,1,"VIN1",1,1,"","P",0.118336,***,""
"BANKA_BIT5_BLOWN_TRUE",1000001,"",0,1,"OFF_PS1600",1,0,"","P",2.424,***,""
"EN_FCB_LOW_VOUT_LOW",30010,"",0,1,"VOUT4",1,0.00146484,"V","P",0.355945,***,""
"EN_FCB_LOW_OFF_HIGH",30020,"",0,1,"OFF_PS1600",1,1.89933,"V","P",0.355945,***,""
"FCB_LOW_VOUT_LOW",30030,"",0,1,"VOUT4",1,0.00102043,"V","P",0.355945,***,""
"FCB_LOW_OFF_HIGH",30040,"",0,1,"OFF_PS1600",1,1.90036,"V","P",0.355945,***,""
"EN_LOW_VOUT_LOW",30050,"",0,1,"VOUT4",1,0.000547409,"V","P",0.355945,***,""
"EN_LOW_OFF_HIGH",30060,"",0,1,"OFF_PS1600",1,1.89985,"V","P",0.355945,***,""
"EN_FCB_HIGH_VOUT_HIGH",30070,"",0,1,"VOUT4",1,4.9996,"V","P",0.355945,***,""
"EN_FCB_HIGH_OFF_LOW",30080,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.355945,***,""
"FAULT_SET_VOUT_LOW",30090,"",0,1,"VOUT4",1,0.000328064,"V","P",0.355945,***,""
"FAULT_SET_OFF_HIGH",30100,"",0,1,"OFF_PS1600",1,1.94413,"V","P",0.355945,***,""
"FAULT_RESET_VOUT_HIGH",30110,"",0,1,"VOUT4",1,4.99957,"V","P",0.355945,***,""
"FAULT_RESET_OFF_LOW",30120,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.355945,***,""
"IVDDDIS_VDD_3_VIN_3",40010,"",0,1,"VDD",1,110.094,"uA","P",0.208151,***,""
"IVINDIS_VDD_3_VIN_3",40050,"",0,1,"VIN1",1,76.4104,"uA","P",0.208151,***,""
"IOFF_VDD_3_VIN_3",40090,"",0,1,"VOUT4",1,-3.6243,"uA","P",0.208151,***,""
"IVDDDIS_VDD_3_VIN_20",40020,"",0,1,"VDD",1,112.781,"uA","P",0.208151,***,""
"IVINDIS_VDD_3_VIN_20",40060,"",0,1,"VIN1",1,94.4538,"uA","P",0.208151,***,""
"IOFF_VDD_3_VIN_20",40100,"",0,1,"VOUT4",1,-1.31861,"uA","P",0.208151,***,""
"IVINVDD0_VIN_3",40130,"",0,1,"VIN1",1,67.1288,"uA","P",0.208151,***,""
"IOFFVDD0_VIN_3",40150,"",0,1,"VOUT4",1,1.16765,"uA","P",0.208151,***,""
"IVDDDIS_VDD_20_VIN_3",40030,"",0,1,"VDD",1,139.194,"uA","P",0.208151,***,""
"IVINDIS_VDD_20_VIN_3",40070,"",0,1,"VIN1",1,70.3605,"uA","P",0.208151,***,""
"IOFF_VDD_20_VIN_3",40110,"",0,1,"VOUT4",1,-1.57685,"uA","P",0.208151,***,""
"IVDDDIS_VDD_20_VIN_20",40040,"",0,1,"VDD",1,138.389,"uA","P",0.208151,***,""
"IVINDIS_VDD_20_VIN_20",40080,"",0,1,"VIN1",1,90.7602,"uA","P",0.208151,***,""
"IOFF_VDD_20_VIN_20",40120,"",0,1,"VOUT4",1,2.05485,"uA","P",0.208151,***,""
"IVINVDD0_VIN_20",40140,"",0,1,"VIN1",1,113.018,"uA","P",0.208151,***,""
"IOFFVDD0_VIN_20",40160,"",0,1,"VOUT4",1,0.492808,"uA","P",0.208151,***,""
"EN0V_PULLUP_RES",50010,"",0,1,"EN0_PS1600",1,202.322,"Kohm","P",0.082231,***,""
"EN1V_PULLUP_RES",50020,"",0,1,"EN0_PS1600",1,203.004,"Kohm","P",0.082231,***,""
"EN0V_Current",50030,"",0,1,"EN0_PS1600",1,-8.89671,"uA","P",0.082231,***,""
"EN1V_Current",50040,"",0,1,"EN0_PS1600",1,-3.94081,"uA","P",0.082231,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_1mA",60030,"",0,1,"VIN",1,-268.736,"mV","P",0.1295,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_10mA",60040,"",0,1,"VIN",1,-330.044,"mV","P",0.1295,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_100mA",60050,"",0,1,"VIN",1,-210.833,"mV","P",0.1295,***,""
"LEAKAGE_2V",70090,"",0,1,"OFF_PS1600",1,-0.0580667,"uA","P",0.200501,***,""
"IVDD_VDD_3_Vin_3",80001,"",0,1,"VDD",1,99.1542,"uA","P",0.570916,***,""
"IVIN_VDD_3_Vin_3",80005,"",0,1,"VIN1",1,53.66,"uA","P",0.570916,***,""
"IVDD_VDD_3_Vin_20",80010,"",0,1,"VDD",1,101.853,"uA","P",0.570916,***,""
"IVIN_VDD_3_Vin_20",80014,"",0,1,"VIN1",1,84.7578,"uA","P",0.570916,***,""
"IVDD_VDD_20_Vin_3",80011,"",0,1,"VDD",1,121.045,"uA","P",0.570916,***,""
"IVIN_VDD_20_Vin_3",80015,"",0,1,"VIN1",1,54.7213,"uA","P",0.570916,***,""
"IVDD_VDD_20_Vin_20",80012,"",0,1,"VDD",1,126.533,"uA","P",0.570916,***,""
"IVIN_VDD_20_Vin_20",80016,"",0,1,"VIN1",1,81.6211,"uA","P",0.570916,***,""
"Scan_test",330010,"_rdi_burst_SCAN_bk4_mp",0,1,"@",1,***," ","P",0.514543,***,""
"Logic_test",340010,"_rdi_burst_Logic_bk6_mp",0,1,"@",1,***," ","F",0.951185,***,""
