Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"FAULT_SET_OFF_HIGH",30100,"",0,1,"OFF_PS1600",1,1.9476,"V","P",0.501083,***,""
"FAULT_RESET_VOUT_HIGH",30110,"",0,1,"VOUT4",1,4.99982,"V","P",0.501083,***,""
"FAULT_RESET_OFF_LOW",30120,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.501083,***,""
"IVDDDIS_VDD_3_VIN_3",40010,"",0,1,"VDD",1,107.761,"uA","P",0.25598,***,""
"IVINDIS_VDD_3_VIN_3",40050,"",0,1,"VIN1",1,66.5253,"uA","P",0.25598,***,""
"IOFF_VDD_3_VIN_3",40090,"",0,1,"VOUT4",1,4.0668,"uA","P",0.25598,***,""
"IVDDDIS_VDD_3_VIN_20",40020,"",0,1,"VDD",1,115.35,"uA","P",0.25598,***,""
"IVINDIS_VDD_3_VIN_20",40060,"",0,1,"VIN1",1,92.8678,"uA","P",0.25598,***,""
"IOFF_VDD_3_VIN_20",40100,"",0,1,"VOUT4",1,-2.40561,"uA","P",0.25598,***,""
"IVINVDD0_VIN_3",40130,"",0,1,"VIN1",1,65.566,"uA","P",0.25598,***,""
"IOFFVDD0_VIN_3",40150,"",0,1,"VOUT4",1,-3.37642,"uA","P",0.25598,***,""
"IVDDDIS_VDD_20_VIN_3",40030,"",0,1,"VDD",1,139.704,"uA","P",0.25598,***,""
"IVINDIS_VDD_20_VIN_3",40070,"",0,1,"VIN1",1,68.1235,"uA","P",0.25598,***,""
"IOFF_VDD_20_VIN_3",40110,"",0,1,"VOUT4",1,-3.76711,"uA","P",0.25598,***,""
"IVDDDIS_VDD_20_VIN_20",40040,"",0,1,"VDD",1,144.735,"uA","P",0.25598,***,""
"IVINDIS_VDD_20_VIN_20",40080,"",0,1,"VIN1",1,98.3374,"uA","P",0.25598,***,""
"IOFF_VDD_20_VIN_20",40120,"",0,1,"VOUT4",1,0.184989,"uA","P",0.25598,***,""
"IVINVDD0_VIN_20",40140,"",0,1,"VIN1",1,114.676,"uA","P",0.25598,***,""
"IOFFVDD0_VIN_20",40160,"",0,1,"VOUT4",1,-2.3242,"uA","P",0.25598,***,""
"EN0V_PULLUP_RES",50010,"",0,1,"EN0_PS1600",1,198.231,"Kohm","P",0.155752,***,""
"EN1V_PULLUP_RES",50020,"",0,1,"EN0_PS1600",1,198.886,"Kohm","P",0.155752,***,""
"EN0V_Current",50030,"",0,1,"EN0_PS1600",1,-9.08031,"uA","P",0.155752,***,""
"EN1V_Current",50040,"",0,1,"EN0_PS1600",1,-4.02241,"uA","P",0.155752,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_1mA",60030,"",0,1,"VIN",1,-269.007,"mV","P",0.124492,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_10mA",60040,"",0,1,"VIN",1,-330.25,"mV","P",0.124492,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_100mA",60050,"",0,1,"VIN",1,-210.106,"mV","P",0.124492,***,""
"LEAKAGE_2V",70090,"",0,1,"OFF_PS1600",1,0.0178053,"uA","P",0.517356,***,""
"IVDD_VDD_3_Vin_3",80001,"",0,1,"VDD",1,94.9744,"uA","P",0.652865,***,""
"IVIN_VDD_3_Vin_3",80005,"",0,1,"VIN1",1,55.0617,"uA","P",0.652865,***,""
"IVDD_VDD_3_Vin_20",80010,"",0,1,"VDD",1,102.587,"uA","P",0.652865,***,""
"IVIN_VDD_3_Vin_20",80014,"",0,1,"VIN1",1,86.8719,"uA","P",0.652865,***,""
"IVDD_VDD_20_Vin_3",80011,"",0,1,"VDD",1,117.659,"uA","P",0.652865,***,""
"IVIN_VDD_20_Vin_3",80015,"",0,1,"VIN1",1,54.4023,"uA","P",0.652865,***,""
"IVDD_VDD_20_Vin_20",80012,"",0,1,"VDD",1,125.894,"uA","P",0.652865,***,""
"IVIN_VDD_20_Vin_20",80016,"",0,1,"VIN1",1,87.8498,"uA","P",0.652865,***,""
"Scan_test",330010,"_rdi_burst_SCAN_bk4_mp",0,1,"@",1,***," ","P",0.137939,***,""
"Logic_test",340010,"_rdi_burst_Logic_bk6_mp",0,1,"@",1,***," ","P",0.34571,***,""
"VBIAS_VALUE_CODE0",180020,"",0,1,"VBIAS_PS1600",1,1.90235,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE1",180030,"",0,1,"VBIAS_PS1600",1,1.92096,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE2",180040,"",0,1,"VBIAS_PS1600",1,1.9402,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE3",180050,"",0,1,"VBIAS_PS1600",1,1.95932,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE4",180060,"",0,1,"VBIAS_PS1600",1,1.9793,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE5",180070,"",0,1,"VBIAS_PS1600",1,1.99854,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE6",180080,"",0,1,"VBIAS_PS1600",1,2.01761,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE7",180090,"",0,1,"VBIAS_PS1600",1,2.03696,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE8",180100,"",0,1,"VBIAS_PS1600",1,2.05716,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE9",180110,"",0,1,"VBIAS_PS1600",1,2.07617,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE10",180120,"",0,1,"VBIAS_PS1600",1,2.09592,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE11",180130,"",0,1,"VBIAS_PS1600",1,2.11459,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE12",180140,"",0,1,"VBIAS_PS1600",1,2.13463,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE13",180150,"",0,1,"VBIAS_PS1600",1,2.15375,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE14",180160,"",0,1,"VBIAS_PS1600",1,2.17242,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE15",180170,"",0,1,"VBIAS_PS1600",1,2.19092,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE16",180180,"",0,1,"VBIAS_PS1600",1,1.58857,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE17",180190,"",0,1,"VBIAS_PS1600",1,1.60741,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE18",180200,"",0,1,"VBIAS_PS1600",1,1.62727,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE19",180210,"",0,1,"VBIAS_PS1600",1,1.64594,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE20",180220,"",0,1,"VBIAS_PS1600",1,1.66666,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE21",180230,"",0,1,"VBIAS_PS1600",1,1.68544,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE22",180240,"",0,1,"VBIAS_PS1600",1,1.70525,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE23",180250,"",0,1,"VBIAS_PS1600",1,1.72437,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE24",180260,"",0,1,"VBIAS_PS1600",1,1.74486,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE25",180270,"",0,1,"VBIAS_PS1600",1,1.76393,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE26",180280,"",0,1,"VBIAS_PS1600",1,1.78362,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE27",180290,"",0,1,"VBIAS_PS1600",1,1.80298,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE28",180300,"",0,1,"VBIAS_PS1600",1,1.82324,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE29",180310,"",0,1,"VBIAS_PS1600",1,1.84225,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE30",180320,"",0,1,"VBIAS_PS1600",1,1.86166,"V","P",4.74157,***,""
"VBIAS_VALUE_CODE31",180330,"",0,1,"VBIAS_PS1600",1,1.88038,"V","P",4.74157,***,""
"VREF_TRIM_CODE",180010,"",0,1,"VBIAS_PS1600",1,27,"Code","P",4.74157,***,""
"VBIAS_BEST_FIT_VALUE",180340,"",0,1,"VBIAS_PS1600",1,1.80298,"V","P",4.74157,***,""
"SS_CURRENT_CODE0",220040,"",0,1,"SS_PS1600",1,-10.421,"uA","P",4.92565,***,""
"SS_CURRENT_CODE1",220050,"",0,1,"SS_PS1600",1,-10.543,"uA","P",4.92565,***,""
"SS_CURRENT_CODE2",220060,"",0,1,"SS_PS1600",1,-10.677,"uA","P",4.92565,***,""
"SS_CURRENT_CODE3",220070,"",0,1,"SS_PS1600",1,-10.839,"uA","P",4.92565,***,""
"SS_CURRENT_CODE4",220080,"",0,1,"SS_PS1600",1,-10.974,"uA","P",4.92565,***,""
"SS_CURRENT_CODE5",220090,"",0,1,"SS_PS1600",1,-11.141,"uA","P",4.92565,***,""
"SS_CURRENT_CODE6",220100,"",0,1,"SS_PS1600",1,-11.301,"uA","P",4.92565,***,""
"SS_CURRENT_CODE7",220110,"",0,1,"SS_PS1600",1,-11.443,"uA","P",4.92565,***,""
"SS_CURRENT_CODE8",220120,"",0,1,"SS_PS1600",1,-11.613,"uA","P",4.92565,***,""
"SS_CURRENT_CODE9",220130,"",0,1,"SS_PS1600",1,-11.806,"uA","P",4.92565,***,""
"SS_CURRENT_CODE10",220140,"",0,1,"SS_PS1600",1,-11.983,"uA","P",4.92565,***,""
"SS_CURRENT_CODE11",220150,"",0,1,"SS_PS1600",1,-12.15,"uA","P",4.92565,***,""
"SS_CURRENT_CODE12",220160,"",0,1,"SS_PS1600",1,-12.361,"uA","P",4.92565,***,""
"SS_CURRENT_CODE13",220170,"",0,1,"SS_PS1600",1,-12.538,"uA","P",4.92565,***,""
"SS_CURRENT_CODE14",220180,"",0,1,"SS_PS1600",1,-12.741,"uA","P",4.92565,***,""
"SS_CURRENT_CODE15",220190,"",0,1,"SS_PS1600",1,-12.964,"uA","P",4.92565,***,""
"SS_CURRENT_CODE16",220200,"",0,1,"SS_PS1600",1,-8.626,"uA","P",4.92565,***,""
"SS_CURRENT_CODE17",220210,"",0,1,"SS_PS1600",1,-8.733,"uA","P",4.92565,***,""
"SS_CURRENT_CODE18",220220,"",0,1,"SS_PS1600",1,-8.824,"uA","P",4.92565,***,""
"SS_CURRENT_CODE19",220230,"",0,1,"SS_PS1600",1,-8.913,"uA","P",4.92565,***,""
"SS_CURRENT_CODE20",220240,"",0,1,"SS_PS1600",1,-9.024,"uA","P",4.92565,***,""
"SS_CURRENT_CODE21",220250,"",0,1,"SS_PS1600",1,-9.113,"uA","P",4.92565,***,""
"SS_CURRENT_CODE22",220260,"",0,1,"SS_PS1600",1,-9.214,"uA","P",4.92565,***,""
"SS_CURRENT_CODE23",220270,"",0,1,"SS_PS1600",1,-9.331,"uA","P",4.92565,***,""
"SS_CURRENT_CODE24",220280,"",0,1,"SS_PS1600",1,-9.448,"uA","P",4.92565,***,""
"SS_CURRENT_CODE25",220290,"",0,1,"SS_PS1600",1,-9.544,"uA","P",4.92565,***,""
"SS_CURRENT_CODE26",220300,"",0,1,"SS_PS1600",1,-9.661,"uA","P",4.92565,***,""
"SS_CURRENT_CODE27",220310,"",0,1,"SS_PS1600",1,-9.787,"uA","P",4.92565,***,""
"SS_CURRENT_CODE28",220320,"",0,1,"SS_PS1600",1,-9.896,"uA","P",4.92565,***,""
"SS_CURRENT_CODE29",220330,"",0,1,"SS_PS1600",1,-10.036,"uA","P",4.92565,***,""
"SS_CURRENT_CODE30",220340,"",0,1,"SS_PS1600",1,-10.163,"uA","P",4.92565,***,""
"SS_CURRENT_CODE31",220350,"",0,1,"SS_PS1600",1,-10.277,"uA","P",4.92565,***,""
"SS_CURRENT_TRIM_CODE",220030,"",0,1,"SS_PS1600",1,29,"Code","P",4.92565,***,""
"SS_CURRENT_BEST_FIT_VALUE",220360,"",0,1,"SS_PS1600",1,-10.036,"uA","P",4.92565,***,""
"CURRENT_SS_0P1V_CODE0",230020,"",0,1,"SS_PS1600",1,421.001,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE0",230180,"",0,1,"SS_PS1600",1,885.395,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE1",230030,"",0,1,"SS_PS1600",1,486.677,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE1",230190,"",0,1,"SS_PS1600",1,1013.19,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE2",230040,"",0,1,"SS_PS1600",1,553.581,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE2",230200,"",0,1,"SS_PS1600",1,1141.96,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE3",230050,"",0,1,"SS_PS1600",1,622.209,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE3",230210,"",0,1,"SS_PS1600",1,1273.6,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE4",230060,"",0,1,"SS_PS1600",1,686.676,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE4",230220,"",0,1,"SS_PS1600",1,1400.68,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE5",230070,"",0,1,"SS_PS1600",1,755.346,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE5",230230,"",0,1,"SS_PS1600",1,1533.63,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE6",230080,"",0,1,"SS_PS1600",1,823.04,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE6",230240,"",0,1,"SS_PS1600",1,1665.27,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE7",230090,"",0,1,"SS_PS1600",1,890.945,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE7",230250,"",0,1,"SS_PS1600",1,1796.52,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE8",230100,"",0,1,"SS_PS1600",1,958.542,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE8",230260,"",0,1,"SS_PS1600",1,1926.65,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE9",230110,"",0,1,"SS_PS1600",1,1029.06,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE9",230270,"",0,1,"SS_PS1600",1,2063.3,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE10",230120,"",0,1,"SS_PS1600",1,1096.97,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE10",230280,"",0,1,"SS_PS1600",1,2197.2,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE11",230130,"",0,1,"SS_PS1600",1,1165.07,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE11",230290,"",0,1,"SS_PS1600",1,2330.87,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE12",230140,"",0,1,"SS_PS1600",1,1234.58,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE12",230300,"",0,1,"SS_PS1600",1,2461.5,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE13",230150,"",0,1,"SS_PS1600",1,1303.63,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE13",230310,"",0,1,"SS_PS1600",1,2591.89,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE14",230160,"",0,1,"SS_PS1600",1,1372,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE14",230320,"",0,1,"SS_PS1600",1,2723.01,"mA","P",9.22452,***,""
"CURRENT_SS_0P1V_CODE15",230170,"",0,1,"SS_PS1600",1,1444.85,"mA","P",9.22452,***,""
"CURRENT_SS_0P2V_CODE15",230330,"",0,1,"SS_PS1600",1,2857.36,"mA","P",9.22452,***,""
"SS_GAIN_TRIM_CODE",230010,"",0,1,"SS_PS1600",1,8,"Code","P",9.22452,***,""
"BEST_CURR_SS_0p2V",230340,"",0,1,"SS_PS1600",1,1926.65,"mA","P",9.22452,***,""
"BEST_CURR_SS_0p1V",230350,"",0,1,"SS_PS1600",1,958.542,"mA","P",9.22452,***,""
"BEST_CURR_SS_delta",230360,"",0,1,"SS_PS1600",1,968.105,"mA","P",9.22452,***,""
"SS_OFFSET_CURRENT_CODE0",240020,"",0,1,"SS_PS1600",1,-414.216,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE1",240030,"",0,1,"SS_PS1600",1,-404.08,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE2",240040,"",0,1,"SS_PS1600",1,-391.117,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE3",240050,"",0,1,"SS_PS1600",1,-378.728,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE4",240060,"",0,1,"SS_PS1600",1,-365.821,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE5",240070,"",0,1,"SS_PS1600",1,-353.07,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE6",240080,"",0,1,"SS_PS1600",1,-340.106,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE7",240090,"",0,1,"SS_PS1600",1,-330.298,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE8",240100,"",0,1,"SS_PS1600",1,-318.719,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE9",240110,"",0,1,"SS_PS1600",1,-307.008,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE10",240120,"",0,1,"SS_PS1600",1,-293.406,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE11",240130,"",0,1,"SS_PS1600",1,-284.301,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE12",240140,"",0,1,"SS_PS1600",1,-269.757,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE13",240150,"",0,1,"SS_PS1600",1,-260.042,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE14",240160,"",0,1,"SS_PS1600",1,-246.926,"mA","P",4.37124,***,""
"SS_OFFSET_CURRENT_CODE15",240170,"",0,1,"SS_PS1600",1,-235.752,"mA","P",4.37124,***,""
"SS_OFFSET_TRIM_CODE",240010,"",0,1,"SS_PS1600",1,1,"Code","P",4.37124,***,""
"BEST_Curr_SS_0p04V",240180,"",0,1,"SS_PS1600",1,-404.08,"mA","P",4.37124,***,""
"Low_Temp_Voltage_bank0",200130,"",0,1,"OFF_PS1600",1,0.000828102,"V","P",0.579731,***,""
"High_Temp_Voltage_bank0",200140,"",0,1,"OFF_PS1600",1,1.90315,"V","P",0.579731,***,""
"Low_Temp_Voltage_bank0_reset",200150,"",0,1,"OFF_PS1600",1,0.000828102,"V","P",0.579731,***,""
"Low_Temp_Voltage_bank1",200160,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.579731,***,""
"High_Temp_Voltage_bank1",200170,"",0,1,"OFF_PS1600",1,1.90286,"V","P",0.579731,***,""
"Low_Temp_Voltage_bank1_reset",200180,"",0,1,"OFF_PS1600",1,0.000828102,"V","P",0.579731,***,""
"I_ISEN_UVLO",410010,"",0,1,"VBIAS_PS1600",1,10.456,"uA","P",12.3196,***,""
"I_IN_VDD3V",410020,"",0,1,"VBIAS_PS1600",1,0,"nA","P",12.3196,***,""
"VDD_UVLO_Falling",410030,"",0,1,"VBIAS_PS1600",1,2.49,"V","P",12.3196,***,""
"I_IN_VDD_UVLO_Falling",410040,"",0,1,"VBIAS_PS1600",1,10.4559,"uA","P",12.3196,***,""
"VBIAS_POR_Falling",410050,"",0,1,"VBIAS_PS1600",1,1.3,"V","P",12.3196,***,""
"I_IN_VBIAS_POR_Falling",410060,"",0,1,"VBIAS_PS1600",1,26.32,"uA","P",12.3196,***,""
"VBIAS_PORsu_Falling",410070,"",0,1,"VBIAS_PS1600",1,0.935,"V","P",12.3196,***,""
"I_IN_VBIAS_PORsu_Falling",410080,"",0,1,"VBIAS_PS1600",1,42.4993,"uA","P",12.3196,***,""
"VBIAS_PORsu_Rising",410090,"",0,1,"VBIAS_PS1600",1,0.995,"V","P",12.3196,***,""
"I_IN_VBIAS_PORsu_Rising",410100,"",0,1,"VBIAS_PS1600",1,26.1345,"uA","P",12.3196,***,""
"PORsu_Hysteresis",410110,"",0,1,"VBIAS_PS1600",1,0.06,"","P",12.3196,***,""
"VBIAS_POR_Rising",410120,"",0,1,"VBIAS_PS1600",1,1.425,"V","P",12.3196,***,""
"I_IN_VBIAS_POR_Rising",410130,"",0,1,"VBIAS_PS1600",1,10.4229,"uA","P",12.3196,***,""
"POR_Hysteresis",410140,"",0,1,"VBIAS_PS1600",1,0.125,"","P",12.3196,***,""
"VDD_UVLO_Rising",410150,"",0,1,"VBIAS_PS1600",1,2.64,"V","P",12.3196,***,""
"I_IN_VDD_UVLO_Rising",410160,"",0,1,"VBIAS_PS1600",1,-7.51877,"nA","P",12.3196,***,""
"VDD_UVLO_Hysteresis",410170,"",0,1,"VBIAS_PS1600",1,0.15,"","P",12.3196,***,""
