Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"BANKA_BIT5_BLOWN_TRUE",1000001,"",0,1,"OFF_PS1600",1,0,"","P",0.101078,***,""
"EN_FCB_LOW_VOUT_LOW",30010,"",0,1,"VOUT4",1,0.000850677,"V","P",0.232063,***,""
"EN_FCB_LOW_OFF_HIGH",30020,"",0,1,"OFF_PS1600",1,1.88955,"V","P",0.232063,***,""
"FCB_LOW_VOUT_LOW",30030,"",0,1,"VOUT4",1,8.96454e-05,"V","P",0.232063,***,""
"FCB_LOW_OFF_HIGH",30040,"",0,1,"OFF_PS1600",1,1.89029,"V","P",0.232063,***,""
"EN_LOW_VOUT_LOW",30050,"",0,1,"VOUT4",1,0.00105476,"V","P",0.232063,***,""
"EN_LOW_OFF_HIGH",30060,"",0,1,"OFF_PS1600",1,1.89,"V","P",0.232063,***,""
"EN_FCB_HIGH_VOUT_HIGH",30070,"",0,1,"VOUT4",1,4.99945,"V","P",0.232063,***,""
"EN_FCB_HIGH_OFF_LOW",30080,"",0,1,"OFF_PS1600",1,0.000714269,"V","P",0.232063,***,""
"FAULT_SET_VOUT_LOW",30090,"",0,1,"VOUT4",1,0.000394821,"V","P",0.232063,***,""
"FAULT_SET_OFF_HIGH",30100,"",0,1,"OFF_PS1600",1,1.93411,"V","P",0.232063,***,""
"FAULT_RESET_VOUT_HIGH",30110,"",0,1,"VOUT4",1,4.9998,"V","P",0.232063,***,""
"FAULT_RESET_OFF_LOW",30120,"",0,1,"OFF_PS1600",1,0.000714269,"V","P",0.232063,***,""
"IVDDDIS_VDD_3_VIN_3",40010,"",0,1,"VDD",1,108.626,"uA","P",0.111014,***,""
"IVINDIS_VDD_3_VIN_3",40050,"",0,1,"VIN1",1,68.7623,"uA","P",0.111014,***,""
"IOFF_VDD_3_VIN_3",40090,"",0,1,"VOUT4",1,1.27421,"uA","P",0.111014,***,""
"IVDDDIS_VDD_3_VIN_20",40020,"",0,1,"VDD",1,116.747,"uA","P",0.111014,***,""
"IVINDIS_VDD_3_VIN_20",40060,"",0,1,"VIN1",1,96.9637,"uA","P",0.111014,***,""
"IOFF_VDD_3_VIN_20",40100,"",0,1,"VOUT4",1,-0.927168,"uA","P",0.111014,***,""
"IVINVDD0_VIN_3",40130,"",0,1,"VIN1",1,62.2626,"uA","P",0.111014,***,""
"IOFFVDD0_VIN_3",40150,"",0,1,"VOUT4",1,1.5465,"uA","P",0.111014,***,""
"IVDDDIS_VDD_20_VIN_3",40030,"",0,1,"VDD",1,128.461,"uA","P",0.111014,***,""
"IVINDIS_VDD_20_VIN_3",40070,"",0,1,"VIN1",1,69.8399,"uA","P",0.111014,***,""
"IOFF_VDD_20_VIN_3",40110,"",0,1,"VOUT4",1,0.88277,"uA","P",0.111014,***,""
"IVDDDIS_VDD_20_VIN_20",40040,"",0,1,"VDD",1,140.721,"uA","P",0.111014,***,""
"IVINDIS_VDD_20_VIN_20",40080,"",0,1,"VIN1",1,90.8785,"uA","P",0.111014,***,""
"IOFF_VDD_20_VIN_20",40120,"",0,1,"VOUT4",1,-0.122833,"uA","P",0.111014,***,""
"IVINVDD0_VIN_20",40140,"",0,1,"VIN1",1,113.03,"uA","P",0.111014,***,""
"IOFFVDD0_VIN_20",40160,"",0,1,"VOUT4",1,3.21362,"uA","P",0.111014,***,""
"EN0V_PULLUP_RES",50010,"",0,1,"EN0_PS1600",1,201.111,"Kohm","P",0.0283444,***,""
"EN1V_PULLUP_RES",50020,"",0,1,"EN0_PS1600",1,201.699,"Kohm","P",0.0283444,***,""
"EN0V_Current",50030,"",0,1,"EN0_PS1600",1,-8.95026,"uA","P",0.0283444,***,""
"EN1V_Current",50040,"",0,1,"EN0_PS1600",1,-3.96631,"uA","P",0.0283444,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_1mA",60030,"",0,1,"VIN",1,-268.85,"mV","P",0.0608893,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_10mA",60040,"",0,1,"VIN",1,-331.104,"mV","P",0.0608893,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_100mA",60050,"",0,1,"VIN",1,-210.871,"mV","P",0.0608893,***,""
"LEAKAGE",70010,"",0,1,"EN0_PS1600",1,24.0979,"uA","P",0.1139,***,""
"LEAKAGE",70060,"",0,1,"FAULTB_PS1600",1,0.006677,"uA","P",0.1139,***,""
"LEAKAGE",70020,"",0,1,"FCB_PS1600",1,-0.0135203,"uA","P",0.1139,***,""
"LEAKAGE",70040,"",0,1,"ISEN_PS1600",1,25.8393,"uA","P",0.1139,***,""
"LEAKAGE",70030,"",0,1,"ITRIP_PS1600",1,16.8288,"uA","P",0.1139,***,""
"LEAKAGE",70080,"",0,1,"OFF_PS1600",1,-0.00115196,"uA","P",0.1139,***,""
"LEAKAGE",70050,"",0,1,"SS_PS1600",1,49.7299,"uA","P",0.1139,***,""
"LEAKAGE",70070,"",0,1,"VBIAS_PS1600",1,28.3379,"uA","P",0.1139,***,""
"LEAKAGE_2V",70090,"",0,1,"OFF_PS1600",1,-0.00748535,"uA","P",0.1139,***,""
"IVDD_VDD_3_Vin_3",80001,"",0,1,"VDD",1,94.1819,"uA","P",0.485876,***,""
"IVIN_VDD_3_Vin_3",80005,"",0,1,"VIN1",1,54.5918,"uA","P",0.485876,***,""
"IVDD_VDD_3_Vin_20",80010,"",0,1,"VDD",1,101.285,"uA","P",0.485876,***,""
"IVIN_VDD_3_Vin_20",80014,"",0,1,"VIN1",1,86.8114,"uA","P",0.485876,***,""
"IVDD_VDD_20_Vin_3",80011,"",0,1,"VDD",1,121.458,"uA","P",0.485876,***,""
"IVIN_VDD_20_Vin_3",80015,"",0,1,"VIN1",1,52.9024,"uA","P",0.485876,***,""
"IVDD_VDD_20_Vin_20",80012,"",0,1,"VDD",1,123.043,"uA","P",0.485876,***,""
"IVIN_VDD_20_Vin_20",80016,"",0,1,"VIN1",1,86.4174,"uA","P",0.485876,***,""
"Scan_test",330010,"_rdi_burst_SCAN_bk4_mp",0,1,"@",1,***," ","P",0.0369624,***,""
"Logic_test",340010,"_rdi_burst_Logic_bk6_mp",0,1,"@",1,***," ","P",0.275324,***,""
"VBIAS_VALUE_CODE0",180020,"",0,1,"VBIAS_PS1600",1,1.88937,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE1",180030,"",0,1,"VBIAS_PS1600",1,1.90673,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE2",180040,"",0,1,"VBIAS_PS1600",1,1.92614,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE3",180050,"",0,1,"VBIAS_PS1600",1,1.94515,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE4",180060,"",0,1,"VBIAS_PS1600",1,1.96445,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE5",180070,"",0,1,"VBIAS_PS1600",1,1.98374,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE6",180080,"",0,1,"VBIAS_PS1600",1,2.00287,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE7",180090,"",0,1,"VBIAS_PS1600",1,2.02182,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE8",180100,"",0,1,"VBIAS_PS1600",1,2.04265,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE9",180110,"",0,1,"VBIAS_PS1600",1,2.06166,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE10",180120,"",0,1,"VBIAS_PS1600",1,2.08039,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE11",180130,"",0,1,"VBIAS_PS1600",1,2.09962,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE12",180140,"",0,1,"VBIAS_PS1600",1,2.11892,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE13",180150,"",0,1,"VBIAS_PS1600",1,2.13759,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE14",180160,"",0,1,"VBIAS_PS1600",1,2.15705,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE15",180170,"",0,1,"VBIAS_PS1600",1,2.17572,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE16",180180,"",0,1,"VBIAS_PS1600",1,1.57821,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE17",180190,"",0,1,"VBIAS_PS1600",1,1.59694,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE18",180200,"",0,1,"VBIAS_PS1600",1,1.61618,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE19",180210,"",0,1,"VBIAS_PS1600",1,1.63502,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE20",180220,"",0,1,"VBIAS_PS1600",1,1.65465,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE21",180230,"",0,1,"VBIAS_PS1600",1,1.67377,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE22",180240,"",0,1,"VBIAS_PS1600",1,1.69284,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE23",180250,"",0,1,"VBIAS_PS1600",1,1.71197,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE24",180260,"",0,1,"VBIAS_PS1600",1,1.7328,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE25",180270,"",0,1,"VBIAS_PS1600",1,1.75192,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE26",180280,"",0,1,"VBIAS_PS1600",1,1.77122,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE27",180290,"",0,1,"VBIAS_PS1600",1,1.79006,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE28",180300,"",0,1,"VBIAS_PS1600",1,1.80975,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE29",180310,"",0,1,"VBIAS_PS1600",1,1.82864,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE30",180320,"",0,1,"VBIAS_PS1600",1,1.848,"V","P",0.827567,***,""
"VBIAS_VALUE_CODE31",180330,"",0,1,"VBIAS_PS1600",1,1.86706,"V","P",0.827567,***,""
"VREF_TRIM_CODE",180010,"",0,1,"VBIAS_PS1600",1,28,"Code","P",0.827567,***,""
"VBIAS_BEST_FIT_VALUE",180340,"",0,1,"VBIAS_PS1600",1,1.80975,"V","P",0.827567,***,""
"SS_CURRENT_CODE0",220040,"",0,1,"SS_PS1600",1,-10.15,"uA","P",1.26327,***,""
"SS_CURRENT_CODE1",220050,"",0,1,"SS_PS1600",1,-10.297,"uA","P",1.26327,***,""
"SS_CURRENT_CODE2",220060,"",0,1,"SS_PS1600",1,-10.436,"uA","P",1.26327,***,""
"SS_CURRENT_CODE3",220070,"",0,1,"SS_PS1600",1,-10.568,"uA","P",1.26327,***,""
"SS_CURRENT_CODE4",220080,"",0,1,"SS_PS1600",1,-10.725,"uA","P",1.26327,***,""
"SS_CURRENT_CODE5",220090,"",0,1,"SS_PS1600",1,-10.865,"uA","P",1.26327,***,""
"SS_CURRENT_CODE6",220100,"",0,1,"SS_PS1600",1,-11.017,"uA","P",1.26327,***,""
"SS_CURRENT_CODE7",220110,"",0,1,"SS_PS1600",1,-11.194,"uA","P",1.26327,***,""
"SS_CURRENT_CODE8",220120,"",0,1,"SS_PS1600",1,-11.364,"uA","P",1.26327,***,""
"SS_CURRENT_CODE9",220130,"",0,1,"SS_PS1600",1,-11.519,"uA","P",1.26327,***,""
"SS_CURRENT_CODE10",220140,"",0,1,"SS_PS1600",1,-11.696,"uA","P",1.26327,***,""
"SS_CURRENT_CODE11",220150,"",0,1,"SS_PS1600",1,-11.892,"uA","P",1.26327,***,""
"SS_CURRENT_CODE12",220160,"",0,1,"SS_PS1600",1,-12.064,"uA","P",1.26327,***,""
"SS_CURRENT_CODE13",220170,"",0,1,"SS_PS1600",1,-12.27,"uA","P",1.26327,***,""
"SS_CURRENT_CODE14",220180,"",0,1,"SS_PS1600",1,-12.472,"uA","P",1.26327,***,""
"SS_CURRENT_CODE15",220190,"",0,1,"SS_PS1600",1,-12.657,"uA","P",1.26327,***,""
"SS_CURRENT_CODE16",220200,"",0,1,"SS_PS1600",1,-8.405,"uA","P",1.26327,***,""
"SS_CURRENT_CODE17",220210,"",0,1,"SS_PS1600",1,-8.487,"uA","P",1.26327,***,""
"SS_CURRENT_CODE18",220220,"",0,1,"SS_PS1600",1,-8.575,"uA","P",1.26327,***,""
"SS_CURRENT_CODE19",220230,"",0,1,"SS_PS1600",1,-8.679,"uA","P",1.26327,***,""
"SS_CURRENT_CODE20",220240,"",0,1,"SS_PS1600",1,-8.768,"uA","P",1.26327,***,""
"SS_CURRENT_CODE21",220250,"",0,1,"SS_PS1600",1,-8.88,"uA","P",1.26327,***,""
"SS_CURRENT_CODE22",220260,"",0,1,"SS_PS1600",1,-8.981,"uA","P",1.26327,***,""
"SS_CURRENT_CODE23",220270,"",0,1,"SS_PS1600",1,-9.072,"uA","P",1.26327,***,""
"SS_CURRENT_CODE24",220280,"",0,1,"SS_PS1600",1,-9.186,"uA","P",1.26327,***,""
"SS_CURRENT_CODE25",220290,"",0,1,"SS_PS1600",1,-9.303,"uA","P",1.26327,***,""
"SS_CURRENT_CODE26",220300,"",0,1,"SS_PS1600",1,-9.415,"uA","P",1.26327,***,""
"SS_CURRENT_CODE27",220310,"",0,1,"SS_PS1600",1,-9.516,"uA","P",1.26327,***,""
"SS_CURRENT_CODE28",220320,"",0,1,"SS_PS1600",1,-9.653,"uA","P",1.26327,***,""
"SS_CURRENT_CODE29",220330,"",0,1,"SS_PS1600",1,-9.762,"uA","P",1.26327,***,""
"SS_CURRENT_CODE30",220340,"",0,1,"SS_PS1600",1,-9.886,"uA","P",1.26327,***,""
"SS_CURRENT_CODE31",220350,"",0,1,"SS_PS1600",1,-10.028,"uA","P",1.26327,***,""
"SS_CURRENT_TRIM_CODE",220030,"",0,1,"SS_PS1600",1,31,"Code","P",1.26327,***,""
"SS_CURRENT_BEST_FIT_VALUE",220360,"",0,1,"SS_PS1600",1,-10.028,"uA","P",1.26327,***,""
"CURRENT_SS_0P1V_CODE0",230020,"",0,1,"SS_PS1600",1,442.691,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE0",230180,"",0,1,"SS_PS1600",1,916.334,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE1",230030,"",0,1,"SS_PS1600",1,511.772,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE1",230190,"",0,1,"SS_PS1600",1,1047.93,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE2",230040,"",0,1,"SS_PS1600",1,580.886,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE2",230200,"",0,1,"SS_PS1600",1,1180.05,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE3",230050,"",0,1,"SS_PS1600",1,651.374,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE3",230210,"",0,1,"SS_PS1600",1,1314.15,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE4",230060,"",0,1,"SS_PS1600",1,717.032,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE4",230220,"",0,1,"SS_PS1600",1,1441.62,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE5",230070,"",0,1,"SS_PS1600",1,789.425,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE5",230230,"",0,1,"SS_PS1600",1,1578.12,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE6",230080,"",0,1,"SS_PS1600",1,859.423,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE6",230240,"",0,1,"SS_PS1600",1,1712.18,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE7",230090,"",0,1,"SS_PS1600",1,929.3,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE7",230250,"",0,1,"SS_PS1600",1,1847,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE8",230100,"",0,1,"SS_PS1600",1,998.224,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE8",230260,"",0,1,"SS_PS1600",1,1979.03,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE9",230110,"",0,1,"SS_PS1600",1,1070.75,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE9",230270,"",0,1,"SS_PS1600",1,2117.16,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE10",230120,"",0,1,"SS_PS1600",1,1143.11,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE10",230280,"",0,1,"SS_PS1600",1,2253.09,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE11",230130,"",0,1,"SS_PS1600",1,1213.83,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE11",230290,"",0,1,"SS_PS1600",1,2388.69,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE12",230140,"",0,1,"SS_PS1600",1,1282.97,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE12",230300,"",0,1,"SS_PS1600",1,2518.64,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE13",230150,"",0,1,"SS_PS1600",1,1353.4,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE13",230310,"",0,1,"SS_PS1600",1,2651.86,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE14",230160,"",0,1,"SS_PS1600",1,1424.19,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE14",230320,"",0,1,"SS_PS1600",1,2785.61,"mA","P",1.16344,***,""
"CURRENT_SS_0P1V_CODE15",230170,"",0,1,"SS_PS1600",1,1500.32,"mA","P",1.16344,***,""
"CURRENT_SS_0P2V_CODE15",230330,"",0,1,"SS_PS1600",1,2921.22,"mA","P",1.16344,***,""
"SS_GAIN_TRIM_CODE",230010,"",0,1,"SS_PS1600",1,8,"Code","P",1.16344,***,""
"BEST_CURR_SS_0p2V",230340,"",0,1,"SS_PS1600",1,1979.03,"mA","P",1.16344,***,""
"BEST_CURR_SS_0p1V",230350,"",0,1,"SS_PS1600",1,998.224,"mA","P",1.16344,***,""
"BEST_CURR_SS_delta",230360,"",0,1,"SS_PS1600",1,980.81,"mA","P",1.16344,***,""
"SS_OFFSET_CURRENT_CODE0",240020,"",0,1,"SS_PS1600",1,-442.811,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE1",240030,"",0,1,"SS_PS1600",1,-434.293,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE2",240040,"",0,1,"SS_PS1600",1,-421.153,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE3",240050,"",0,1,"SS_PS1600",1,-408.147,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE4",240060,"",0,1,"SS_PS1600",1,-396.395,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE5",240070,"",0,1,"SS_PS1600",1,-384.153,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE6",240080,"",0,1,"SS_PS1600",1,-370.473,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE7",240090,"",0,1,"SS_PS1600",1,-361.194,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE8",240100,"",0,1,"SS_PS1600",1,-348.199,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE9",240110,"",0,1,"SS_PS1600",1,-336.95,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE10",240120,"",0,1,"SS_PS1600",1,-323.102,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE11",240130,"",0,1,"SS_PS1600",1,-313.585,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE12",240140,"",0,1,"SS_PS1600",1,-299.108,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE13",240150,"",0,1,"SS_PS1600",1,-289.809,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE14",240160,"",0,1,"SS_PS1600",1,-276.184,"mA","P",0.578924,***,""
"SS_OFFSET_CURRENT_CODE15",240170,"",0,1,"SS_PS1600",1,-264.16,"mA","P",0.578924,***,""
"SS_OFFSET_TRIM_CODE",240010,"",0,1,"SS_PS1600",1,4,"Code","P",0.578924,***,""
"BEST_Curr_SS_0p04V",240180,"",0,1,"SS_PS1600",1,-396.395,"mA","P",0.578924,***,""
"Low_Temp_Voltage_bank0",200130,"",0,1,"OFF_PS1600",1,0.000828102,"V","P",0.0795081,***,""
"High_Temp_Voltage_bank0",200140,"",0,1,"OFF_PS1600",1,1.88124,"V","P",0.0795081,***,""
"Low_Temp_Voltage_bank0_reset",200150,"",0,1,"OFF_PS1600",1,0.000941935,"V","P",0.0795081,***,""
"Low_Temp_Voltage_bank1",200160,"",0,1,"OFF_PS1600",1,0.000828102,"V","P",0.0795081,***,""
"High_Temp_Voltage_bank1",200170,"",0,1,"OFF_PS1600",1,1.88141,"V","P",0.0795081,***,""
"Low_Temp_Voltage_bank1_reset",200180,"",0,1,"OFF_PS1600",1,0.000828102,"V","P",0.0795081,***,""
"I_ISEN_UVLO",410010,"",0,1,"VBIAS_PS1600",1,10.189,"uA","P",5.28796,***,""
"I_IN_VDD3V",410020,"",0,1,"VBIAS_PS1600",1,0,"nA","P",5.28796,***,""
"VDD_UVLO_Falling",410030,"",0,1,"VBIAS_PS1600",1,2.46,"V","P",5.28796,***,""
"I_IN_VDD_UVLO_Falling",410040,"",0,1,"VBIAS_PS1600",1,10.1865,"uA","P",5.28796,***,""
"VBIAS_POR_Falling",410050,"",0,1,"VBIAS_PS1600",1,1.29,"V","P",5.28796,***,""
"I_IN_VBIAS_POR_Falling",410060,"",0,1,"VBIAS_PS1600",1,25.6491,"uA","P",5.28796,***,""
"VBIAS_PORsu_Falling",410070,"",0,1,"VBIAS_PS1600",1,0.935,"V","P",5.28796,***,""
"I_IN_VBIAS_PORsu_Falling",410080,"",0,1,"VBIAS_PS1600",1,41.4471,"uA","P",5.28796,***,""
"VBIAS_PORsu_Rising",410090,"",0,1,"VBIAS_PS1600",1,1.015,"V","P",5.28796,***,""
"I_IN_VBIAS_PORsu_Rising",410100,"",0,1,"VBIAS_PS1600",1,25.4839,"uA","P",5.28796,***,""
