Device,Device ID,Wafer,Site,P/F,Time
1,"2010",0,1,0,459204
2,"2010",0,1,1,31099
3,"1991",0,1,1,31059
4,"1972",0,1,0,31045
5,"1972",0,1,0,31773
6,"1686",0,1,1,31056
7,"1686",0,1,1,31038
8,"1667",0,1,1,31034
