Device,Device ID,Wafer,Site,P/F,Time
1,"605",0,1,1,30882
2,"566",0,1,1,19238
3,"548",0,1,1,19214
4,"623",0,1,1,19221
5,"624",0,1,1,19290
6,"604",0,1,1,19206
7,"643",0,1,1,19179
8,"661",0,1,1,19207
9,"586",0,1,1,19212
10,"585",0,1,1,19194
11,"567",0,1,0,1326
12,"567",0,1,1,19201
