Device,Device ID,Wafer,Site,P/F,Time
1,"1",0,1,0,184860
2,"2",0,1,0,29161
3,"1991",0,1,0,29037
4,"1972",0,1,0,29073
5,"1686",0,1,0,29035
6,"1667",0,1,0,29046
