Device,Device ID,Wafer,Site,P/F,Time
1,"564",0,1,1,799798
2,"1128",0,1,1,85212
3,"1147",0,1,0,69802
4,"1147",0,1,1,30777
5,"1166",0,1,1,69444
6,"1167",0,1,0,65794
7,"1167",0,1,1,30802
