SW Bin,Desc,Site,Site%,Device#,Bin%,Good Bin,Reprobe Bin
"29","POST_EFUSE_RES",1,6.8,3,6.8,1,0
"11","OVST_FAILED",1,2.3,1,2.3,1,0
"1","",1,90.9,40,90.9,1,0
