Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Time,TS Time
"CONTINUITY","CONTINUITY",10030,"Parametric","",-700,-100,"mV",-277.476,-277.476,-277.476,0,0.348191,***
"CONTINUITY","CONTINUITY",10020,"Parametric","",-700,-100,"mV",-303.442,-303.442,-303.442,0,0.348191,***
"CONTINUITY","CONTINUITY",10050,"Parametric","",-700,-100,"mV",-277.212,-277.212,-277.212,0,0.348191,***
"CONTINUITY","CONTINUITY",10090,"Parametric","",-700,-100,"mV",-260.584,-260.584,-260.584,0,0.348191,***
"CONTINUITY","CONTINUITY",10080,"Parametric","",-700,-100,"mV",-280.74,-280.74,-280.74,0,0.348191,***
"CONTINUITY","CONTINUITY",10040,"Parametric","",-700,-100,"mV",-270.666,-270.666,-270.666,0,0.348191,***
"CONTINUITY","CONTINUITY",10010,"Parametric","",-700,-100,"mV",-316.266,-316.266,-316.266,0,0.348191,***
"CONTINUITY","CONTINUITY",10070,"Parametric","",-700,-100,"mV",-189.161,-189.161,-189.161,0,0.348191,***
"CONTINUITY","CONTINUITY",10060,"Parametric","",-700,-100,"mV",-280.96,-280.96,-280.96,0,0.348191,***
"CONTINUITY","CONTINUITY",10180,"Parametric","",-700,-60,"mV",-96.4012,-96.4012,-96.4012,0,0.348191,***
"CONTINUITY","CONTINUITY",10190,"Parametric","",-700,-60,"mV",-96.6492,-96.6492,-96.6492,0,0.348191,***
"CONTINUITY","CONTINUITY",10200,"Parametric","",-700,-60,"mV",-96.2563,-96.2563,-96.2563,0,0.348191,***
"CONTINUITY","CONTINUITY",10210,"Parametric","",-700,-60,"mV",-96.0369,-96.0369,-96.0369,0,0.348191,***
"CONTINUITY","CONTINUITY",10220,"Parametric","",-700,-60,"mV",-96.7941,-96.7941,-96.7941,0,0.348191,***
"CONTINUITY","CONTINUITY",10230,"Parametric","",-700,-60,"mV",-96.5996,-96.5996,-96.5996,0,0.348191,***
"CONTINUITY","CONTINUITY",10240,"Parametric","",-700,-60,"mV",-96.468,-96.468,-96.468,0,0.348191,***
"CONTINUITY","CONTINUITY",10250,"Parametric","",-700,-60,"mV",-96.5576,-96.5576,-96.5576,0,0.348191,***
"CONTINUITY","CONTINUITY",10100,"Parametric","",-700,-60,"mV",-69.067,-69.067,-69.067,0,0.348191,***
"CONTINUITY","CONTINUITY",10110,"Parametric","",-700,-60,"mV",-68.9983,-68.9983,-68.9983,0,0.348191,***
