Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"1",1,1,0,"39",6,110105,""
2,"2",1,1,0,"39",6,23761,""
3,"3",1,1,0,"39",6,23688,""
4,"4",1,1,0,"39",6,23791,""
5,"4",1,1,0,"39",6,23798,""
