SW Bin,Desc,Device#,Bin%,Good Bin,Reprobe Bin
"39","EN_Rise_Fall_Hysteresis_FAILED",1,50,1,0
"10","IVDDFL_IVINFL_RONFL_FAILED",1,50,1,0
