SW Bin,Desc,Site,Site%,Device#,Bin%,Good Bin,Reprobe Bin
"1","",1,25,1,25,1,0
"16","FAIL_OUTPUT_CHARACTERISTICS_TEST",1,25,1,25,1,0
"8","VDD_UVLO_OTS_POR_FAILED",1,50,2,50,1,0
