Device,Device ID,Wafer,Site,P/F,Time
1,"082",0,1,1,554272
2,"83",0,1,1,74199
3,"63",0,1,1,70935
4,"44",0,1,0,77352
5,"25",0,1,1,70960
6,"006",0,1,1,71386
