SW Bin,Desc,Site,Site%,Device#,Bin%,Good Bin,Reprobe Bin
"3","Pin_to_Pin_Leakage_FAILED",1,20,1,20,1,0
"90","Output_enabled_Leakage_IVDDFL_IVINFL_FAILED",1,40,2,40,1,0
"55","Post_PintoPin_Leakage_FAILED",1,20,1,20,1,0
"1","",1,20,1,20,1,0
