Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Time,TS Time
"CONTINUITY","CONTINUITY",10030,"Parametric","",-700,-300,"mV",-365.825,-365.825,-365.825,0,0.332471,***
"CONTINUITY","CONTINUITY",10020,"Parametric","",-700,-300,"mV",-421.997,-421.997,-421.997,0,0.332471,***
"CONTINUITY","CONTINUITY",10050,"Parametric","",-700,-300,"mV",-365.661,-365.661,-365.661,0,0.332471,***
"CONTINUITY","CONTINUITY",10090,"Parametric","",-700,-300,"mV",-353.072,-353.072,-353.072,0,0.332471,***
"CONTINUITY","CONTINUITY",10080,"Parametric","",-700,-300,"mV",-368.507,-368.507,-368.507,0,0.332471,***
"CONTINUITY","CONTINUITY",10040,"Parametric","",-700,-300,"mV",-359.4,-359.4,-359.4,0,0.332471,***
"CONTINUITY","CONTINUITY",10010,"Parametric","",-700,-300,"mV",-446.552,-446.552,-446.552,0,0.332471,***
"CONTINUITY","CONTINUITY",10070,"Parametric","",-700,-200,"mV",-290.018,-290.018,-290.018,0,0.332471,***
"CONTINUITY","CONTINUITY",10060,"Parametric","",-700,-300,"mV",-343.966,-343.966,-343.966,0,0.332471,***
"CONTINUITY","CONTINUITY",10180,"Parametric","",-700,-120,"mV",-336.39,-336.39,-336.39,0,0.332471,***
"CONTINUITY","CONTINUITY",10190,"Parametric","",-700,-120,"mV",-336.529,-336.529,-336.529,0,0.332471,***
"CONTINUITY","CONTINUITY",10200,"Parametric","",-700,-120,"mV",-336.733,-336.733,-336.733,0,0.332471,***
"CONTINUITY","CONTINUITY",10210,"Parametric","",-700,-120,"mV",-336.807,-336.807,-336.807,0,0.332471,***
"CONTINUITY","CONTINUITY",10220,"Parametric","",-700,-120,"mV",-336.466,-336.466,-336.466,0,0.332471,***
"CONTINUITY","CONTINUITY",10230,"Parametric","",-700,-120,"mV",-336.466,-336.466,-336.466,0,0.332471,***
"CONTINUITY","CONTINUITY",10240,"Parametric","",-700,-120,"mV",-336.489,-336.489,-336.489,0,0.332471,***
"CONTINUITY","CONTINUITY",10250,"Parametric","",-700,-120,"mV",-336.609,-336.609,-336.609,0,0.332471,***
"CONTINUITY","CONTINUITY",10100,"Parametric","",-700,-100,"mV",-216.85,-216.85,-216.85,0,0.332471,***
"CONTINUITY","CONTINUITY",10110,"Parametric","",-700,-120,"mV",-217.167,-217.167,-217.167,0,0.332471,***
"CONTINUITY","CONTINUITY",10120,"Parametric","",-700,-120,"mV",-217.453,-217.453,-217.453,0,0.332471,***
"CONTINUITY","CONTINUITY",10130,"Parametric","",-700,-120,"mV",-217.148,-217.148,-217.148,0,0.332471,***
"CONTINUITY","CONTINUITY",10140,"Parametric","",-700,-120,"mV",-217.01,-217.01,-217.01,0,0.332471,***
"CONTINUITY","CONTINUITY",10150,"Parametric","",-700,-120,"mV",-216.837,-216.837,-216.837,0,0.332471,***
"CONTINUITY","CONTINUITY",10160,"Parametric","",-700,-120,"mV",-216.879,-216.879,-216.879,0,0.332471,***
"CONTINUITY","CONTINUITY",10170,"Parametric","",-700,-120,"mV",-217.196,-217.196,-217.196,0,0.332471,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20010,"Parametric","",-9999,9999,"nA",-0.455783,852,199.025,294.103,0.309229,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_NEG_LEAKAGE_PIN",20020,"Parametric","",-9999,9999,"nA",-521.621,-6.85002,-131.911,192.641,0.309229,***
"Pin_to_Pin_Leakage","PIN_TO_PIN_POS_LEAKAGE_PIN",20011,"Parametric","",-9999,9999,"nA",-957,-957,-957,0,0.309229,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_LOW_VOUT_LOW",30010,"Parametric","",-0.7,0.7,"V",0.000995636,0.000995636,0.000995636,0,0.36792,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_LOW_OFF_HIGH",30020,"Parametric","",1.1,6,"V",1.90252,1.90252,1.90252,0,0.36792,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FCB_LOW_VOUT_LOW",30030,"Parametric","",-0.7,0.7,"V",0.00174141,0.00174141,0.00174141,0,0.36792,***
"Gross_Functional_EN_FCB_FAULTB_OFF","FCB_LOW_OFF_HIGH",30040,"Parametric","",1.1,6,"V",1.90355,1.90355,1.90355,0,0.36792,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_LOW_VOUT_LOW",30050,"Parametric","",-0.7,0.7,"V",0.00201225,0.00201225,0.00201225,0,0.36792,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_LOW_OFF_HIGH",30060,"Parametric","",1.1,6,"V",1.90264,1.90264,1.90264,0,0.36792,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_HIGH_VOUT_HIGH",30070,"Parametric","",4,6,"V",4.99973,4.99973,4.99973,0,0.36792,***
"Gross_Functional_EN_FCB_FAULTB_OFF","EN_FCB_HIGH_OFF_LOW",30080,"Parametric","",0,0.7,"V",0.000714269,0.000714269,0.000714269,0,0.36792,***
