SW Bin,Desc,Site,Site%,Device#,Bin%,Good Bin,Reprobe Bin
"40","FCB_Rise_Fall_Hysteresis_FAILED",1,7.7,1,7.7,1,0
"46","IO_TEST_FAILED",1,7.7,1,7.7,1,0
"2","CONTINUITY_FAILED",1,23.1,3,23.1,1,0
"69","POST_ILIM_25IMAX_TEST_FAILED",1,7.7,1,7.7,1,0
"1","",1,53.8,7,53.8,1,0
