Device,Device ID,Wafer,Site,P/F,Time
1,"1020",0,1,0,669
2,"2010",0,1,0,325
3,"1911",0,1,0,326
4,"1911",0,1,0,38375
5,"1911",0,1,0,26491
6,"1972",0,1,0,26463
7,"1972",0,1,0,26511
8,"1686",0,1,0,26495
9,"1686",0,1,0,26483
10,"1667",0,1,0,26523
11,"1667",0,1,0,26546
